2026-04-17T00:00:04.037246+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T01:59:07.686136+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T01:59:48.953599+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:00:30.154930+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:01:12.289565+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:01:51.105155+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:02:31.472253+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:03:11.019292+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:03:48.849157+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:04:29.689304+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:05:08.757064+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:06:24.414109+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:07:04.998773+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:07:45.100019+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:08:26.384521+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:09:07.529848+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:10:22.076845+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:11:01.888936+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:11:39.660845+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:12:18.511593+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:12:57.345957+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:14:32.111992+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:15:10.405915+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:15:49.121505+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:16:32.479042+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:17:13.606532+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:18:35.136527+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:19:14.208620+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:19:54.049143+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:20:33.066428+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:21:13.468941+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:22:40.492152+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:23:19.001530+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:23:58.282127+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:24:38.028560+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:25:19.897120+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:25:59.342203+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:26:44.588760+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:27:23.351131+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:28:02.329260+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:28:42.674871+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:29:22.301479+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:30:04.212503+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:30:43.234725+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:31:26.064265+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:36:26.425427+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:40:48.333875+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:45:30.822503+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:51:22.247409+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T02:56:38.951569+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T03:01:59.509721+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T03:07:32.490468+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T03:12:26.709037+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T03:17:49.927806+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T03:23:02.824763+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T03:28:39.957924+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T03:34:09.976194+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T03:45:03.816070+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T03:49:56.751692+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T03:54:57.940870+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T04:00:20.157997+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T04:05:21.592980+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T04:10:46.912462+00:00 | Pon De Replay | Rihanna | source:amperwave-api
2026-04-17T04:16:04.708047+00:00 | Tokyo Drifting | One Or Eight | source:amperwave-api
2026-04-17T04:21:48.320942+00:00 | Babydoll | Dominic Fike | source:amperwave-api
2026-04-17T04:27:08.814702+00:00 | Golden | Huntr/X | source:amperwave-api
2026-04-17T04:30:10.949849+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-17T04:30:54.213790+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-17T04:31:36.646787+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-17T04:32:19.689712+00:00 | Blinding Lights | The Weeknd | source:amperwave-api
2026-04-17T04:32:58.047470+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T04:33:38.349133+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T04:34:18.083335+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T04:34:58.941858+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T04:35:38.332413+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T04:36:18.435850+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T04:36:57.971230+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T04:37:34.964843+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T04:39:07.041838+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T04:39:46.262910+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T04:40:28.201658+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T04:41:07.137785+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T04:41:45.253351+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T04:42:23.563994+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T04:43:02.380477+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-17T04:43:39.868250+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-17T04:44:17.946306+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-17T04:44:55.456345+00:00 | Damn I Love Miami | Pitbull Ft Lil Jon | source:amperwave-api
2026-04-17T04:46:38.067289+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T04:47:16.084999+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T04:47:52.704638+00:00 | Man I Need | Olivia Dean | source:amperwave-api
2026-04-17T04:48:30.610386+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T04:49:08.893801+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T04:49:51.159654+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T04:51:16.468801+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T04:51:54.915256+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T04:52:34.032199+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T04:53:15.795499+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T04:53:52.329805+00:00 | Fever Dream | Alex Warren | source:amperwave-api
2026-04-17T04:54:31.703701+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T04:55:52.629233+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T04:56:31.346052+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T04:57:11.277779+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T04:57:48.159160+00:00 | I Just Might | Bruno Mars | source:amperwave-api
2026-04-17T04:58:26.466880+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T04:59:55.721298+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T05:00:34.305238+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T05:01:13.561411+00:00 | Lush Life | Zara Larsson | source:amperwave-api
2026-04-17T05:01:53.027303+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T05:02:34.806308+00:00 | Yukon | Justin Bieber | source:amperwave-api
2026-04-17T05:04:08.799560+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T05:04:46.242864+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T05:05:27.670220+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T05:06:11.053339+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T05:06:52.533926+00:00 | Dracula Ft Jennie | Tame Impala | source:amperwave-api
2026-04-17T05:07:30.712332+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-17T05:08:10.180935+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-17T05:08:51.578287+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-17T05:09:30.723882+00:00 | Espresso | Sabrina Carpenter | source:amperwave-api
2026-04-17T05:10:12.782189+00:00 | Need Your Love | Onerepublic | source:amperwave-api
2026-04-17T05:10:52.549020+00:00 | Need Your Love | Onerepublic | source:amperwave-api
2026-04-17T05:11:35.376962+00:00 | Need Your Love | Onerepublic | source:amperwave-api
2026-04-17T05:12:17.925295+00:00 | Need Your Love | Onerepublic | source:amperwave-api
2026-04-17T05:13:01.605603+00:00 | Need Your Love | Onerepublic | source:amperwave-api
2026-04-17T05:13:41.517603+00:00 | Need Your Love | Onerepublic | source:amperwave-api
2026-04-17T05:14:22.325867+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T05:15:04.266720+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T05:15:44.978540+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T05:16:25.578098+00:00 | So Easy (To Fall In Love) | Olivia Dean | source:amperwave-api
2026-04-17T05:18:01.286892+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T05:18:42.679352+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T05:19:21.438592+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T05:20:01.802504+00:00 | Folded | Kehlani | source:amperwave-api
2026-04-17T05:20:46.627440+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-17T05:21:28.109957+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-17T05:22:15.128814+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-17T05:22:53.915408+00:00 | Dancing With A Stranger | Sam Smith Ft. Normani | source:amperwave-api
2026-04-17T05:23:35.622429+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T05:24:16.911737+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T05:24:59.607194+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T05:25:44.099703+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T05:26:29.032170+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T05:27:10.130667+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T05:27:49.493509+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T05:28:29.476719+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T05:29:10.843732+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T05:29:53.438404+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T05:30:36.777379+00:00 | Choosin Texas | Ella Langley | source:amperwave-api
2026-04-17T05:31:58.521086+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T05:32:40.824964+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T05:33:27.616273+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T05:34:07.890933+00:00 | Where Is My Husband! | Raye | source:amperwave-api
2026-04-17T05:36:10.005058+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T05:36:50.272453+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T05:37:27.709389+00:00 | New Religion | Bebe Rexha | source:amperwave-api
2026-04-17T05:38:09.626592+00:00 | Ordinary | Alex Warren | source:amperwave-api
2026-04-17T05:38:51.317059+00:00 | Ordinary | Alex Warren | source:amperwave-api
